1	2	1	0	1	0	0	0	0	0
0	2	0	1	0	0	550	746	720	225
0	2	0	1	0	0	196	478	460	290
1	2	1	1	0	0	60	61	100	10
1	2	1	1	0	0	0	10	30	70
0	2	1	0	0	0	20	55	0	0
1	2	1	0	0	0	35	296	130	120
0	2	1	0	0	0	100	100	0	0
1	2	1	0	0	0	0	220	0	0
0	2	0	1	1	0	410	290	540	340
0	2	0	1	1	0	20	10	160	130
0	2	0	1	1	0	220	530	517	150
0	2	0	1	1	0	110	190	270	300
0	2	0	1	1	0	220	40	297	170
0	2	0	1	1	0	0	0	167	300
0	2	0	1	1	0	310	320	587	325
0	2	0	1	1	0	80	110	80	60
0	2	0	1	1	0	0	10	800	400
0	2	0	1	1	0	205	170	557	177
0	2	0	1	1	0	193	167	238	132
0	2	0	1	1	0	100	100	950	400
0	2	0	1	1	0	73	38	266	187
1	2	1	1	1	0	217	206	436	192
1	2	1	1	1	0	0	0	830	400
1	2	0	1	1	0	200	700	0	0
1	2	0	1	1	0	140	50	99	190
1	2	0	1	1	0	90	190	190	390
1	2	0	1	1	0	120	100	747	300
1	2	0	1	1	0	245	305	858	375
1	2	0	1	1	0	200	0	567	350
1	2	0	1	1	0	100	0	430	100
1	2	0	1	1	0	60	0	570	360
1	2	0	1	1	0	237	232	636	400
1	2	0	1	1	0	0	27	37	0
1	2	0	1	1	0	110	131	37	0
1	2	0	1	1	0	140	70	250	210
1	2	0	1	1	0	0	27	37	20
1	2	0	1	1	0	260	190	307	170
1	2	0	1	1	0	30	157	217	60
1	2	0	1	1	0	202	185	296	172
1	2	0	1	1	0	0	30	200	270
1	2	0	1	1	0	140	100	820	400
1	2	0	1	1	0	110	50	350	350
0	2	0	0	1	0	200	140	100	0
0	2	0	0	1	0	100	160	100	0
0	2	0	0	1	0	306	275	322	165
1	2	1	0	1	0	50	40	240	30
1	2	1	0	1	0	332	291	245	132
1	2	0	0	1	0	20	0	10	10
1	2	0	0	1	0	90	50	300	40
1	2	0	0	1	0	236	166	245	112
1	2	0	0	1	0	60	217	0	0
1	2	0	0	1	0	190	0	660	300
1	2	0	0	1	0	390	210	0	0
1	2	0	0	1	0	120	70	60	0
1	2	0	0	1	0	0	40	150	50
1	2	0	0	1	0	90	140	150	120
0	2	0	0	1	0	0	0	0	0
1	2	1	0	1	0	147	167	252	132
0	2	0	0	1	0	220	160	50	170
1	2	0	0	1	0	0	40	150	50
0	2	0	1	0	0	120	280	227	100
1	2	1	1	0	0	140	189	258	132
1	2	0	1	0	0	220	210	280	101
1	2	0	1	0	0	310	180	270	100
1	2	0	1	0	0	170	140	0	0
1	2	0	1	0	0	423	354	320	217
1	2	0	1	0	0	227	240	350	130
0	2	0	0	0	0	140	235	200	55
0	2	0	0	0	0	140	235	200	55
1	2	0	0	0	0	256	473	397	265
1	2	1	0	0	0	147	206	506	340
0	2	0	1	0	0	0	0	520	310
1	2	1	1	0	0	450	636	380	157
1	2	0	1	0	0	0	50	200	280
1	2	0	0	0	0	0	0	0	0
1	2	0	0	0	0	0	100	400	300
1	2	0	0	0	0	0	0	560	400
0	2	0	1	1	0	90	0	370	210
0	2	0	1	1	0	20	10	267	170
0	2	0	1	1	0	466	687	460	227
1	2	0	1	1	0	365	540	565	265
0	2	0	0	1	0	400	280	37	20
1	2	0	0	1	0	130	30	37	155
0	2	0	0	1	0	60	20	77	60
0	2	0	1	0	0	390	418	624	90
0	2	0	0	0	0	190	367	229	132
0	2	0	0	0	0	132	167	237	127
1	2	0	0	0	0	0	0	10	20
0	1	1	1	1	1	25	10	220	0
0	1	1	1	1	1	0	30	250	110
0	1	0	1	1	1	180	170	327	150
1	1	1	1	1	1	80	120	300	150
1	1	1	1	1	1	30	10	0	170
1	1	1	1	1	1	136	167	395	152
1	1	1	1	1	1	50	190	420	350
1	1	1	1	1	1	60	10	110	60
1	1	1	1	1	1	250	120	330	0
1	1	1	1	1	1	0	0	0	0
1	1	1	0	1	1	0	100	210	110
1	1	1	0	1	1	75	20	157	70
1	1	1	0	1	1	400	320	390	0
1	1	1	0	1	1	100	136	67	25
1	1	1	0	1	1	0	50	50	0
1	1	1	0	1	1	110	70	0	0
1	1	1	0	1	1	370	150	37	0
1	1	1	0	1	1	30	0	20	0
1	1	1	0	1	1	0	0	0	0
1	1	1	0	1	1	400	130	70	70
1	1	1	0	1	1	100	20	130	220
0	1	0	0	1	1	0	0	250	400
1	1	1	1	0	1	100	100	100	0
1	1	1	1	0	1	100	360	297	10
1	1	1	0	0	1	0	0	0	200
1	1	1	1	1	0	20	50	70	50
1	1	1	1	1	0	50	0	196	320
1	1	1	1	1	0	0	30	50	0
1	1	0	1	1	0	450	280	100	50
1	1	1	0	1	0	30	30	210	140
1	1	1	0	1	0	100	10	16	20
1	1	1	0	1	0	90	230	100	100
1	1	1	0	1	0	110	260	50	50
1	1	1	0	1	0	0	0	0	0
1	1	1	0	1	0	50	390	187	50
1	1	1	1	0	0	460	300	160	0
1	1	1	1	0	0	300	600	600	400
1	1	0	1	0	0	200	0	190	60
1	1	1	0	0	0	380	275	30	0
1	1	1	0	0	0	70	150	60	10
1	1	1	0	0	0	330	405	180	90
0	1	0	1	1	0	327	234	459	280
0	1	0	1	1	0	90	10	187	127
0	1	0	1	1	0	420	310	710	300
0	1	0	1	1	0	280	210	300	360
0	1	0	1	1	0	180	40	260	30
0	1	0	1	1	0	20	100	140	100
0	1	0	1	1	0	270	320	317	150
0	1	0	1	1	0	300	280	610	400
0	1	0	1	1	0	147	429	597	305
0	1	0	1	1	0	10	0	300	20
0	1	0	1	1	0	100	120	580	370
0	1	0	1	1	0	167	167	267	142
0	1	0	1	1	0	0	0	0	0
1	1	1	1	1	0	40	50	130	40
1	1	1	1	1	0	150	300	200	0
1	1	0	1	1	0	310	50	400	390
1	1	0	1	1	0	0	0	100	240
1	1	0	1	1	0	0	0	460	200
1	1	0	1	1	0	250	140	780	400
1	1	0	1	1	0	170	20	190	100
1	1	0	1	1	0	150	200	137	0
1	1	0	1	1	0	0	0	30	40
1	1	0	1	1	0	60	20	260	200
1	1	0	1	1	0	0	0	450	400
1	1	0	1	1	0	100	517	187	70
1	1	0	1	1	0	147	167	487	325
1	1	0	1	1	0	220	200	100	0
1	1	0	1	1	0	170	45	310	190
1	1	0	1	1	0	150	117	137	100
1	1	0	1	1	0	147	167	433	184
1	1	0	1	1	0	360	362	362	290
1	1	0	1	1	0	320	700	440	0
0	1	0	0	1	0	440	380	280	20
0	1	0	0	1	0	200	70	130	50
0	1	0	0	1	0	200	330	180	90
0	1	0	0	1	0	360	260	120	200
0	1	0	0	1	0	150	200	230	170
1	1	1	0	1	0	281	658	429	132
1	1	0	0	1	0	30	100	100	0
1	1	0	0	1	0	130	70	30	0
1	1	0	0	1	0	100	0	101	0
1	1	1	0	1	0	144	244	516	167
0	1	0	1	0	0	460	310	550	320
0	1	0	1	0	0	300	193	400	100
1	1	0	1	0	0	239	290	455	397
0	1	0	0	0	0	540	442	280	30
0	1	0	0	0	0	110	0	0	0
1	1	0	1	0	0	230	300	220	50
1	1	0	0	0	0	0	50	0	200
0	1	1	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	20	0
1	1	0	1	0	0	30	10	0	170
1	1	0	0	0	0	80	150	300	50
1	1	1	1	1	1	280	250	505	92
1	1	1	1	1	1	50	40	300	340
0	1	0	0	1	1	0	0	0	0
1	1	1	0	1	1	230	252	279	157
1	1	1	0	1	1	147	145	202	132
1	1	1	0	1	1	150	0	137	0
0	1	0	1	1	0	180	420	519	172
1	1	1	1	1	0	50	190	260	20
1	1	0	1	1	0	10	90	410	130
1	1	0	1	1	0	110	110	470	230
1	1	0	1	1	0	220	180	316	207
1	1	0	1	1	0	400	540	630	350
1	1	0	1	1	0	0	30	200	150
0	1	0	0	1	0	70	120	37	150
1	1	0	0	1	0	100	120	130	50
1	1	0	0	1	0	230	319	355	177
1	1	0	0	1	0	100	150	100	20
0	1	0	1	0	0	100	40	325	0
0	1	0	0	0	0	230	490	250	50
0	1	0	0	0	0	271	304	385	142
1	1	0	0	0	0	0	0	0	0
0	1	0	0	1	0	80	0	150	0
1	1	1	0	1	0	51	0	0	0
0	3	1	1	1	1	10	0	230	170
1	3	1	1	0	1	96	145	245	132
1	3	1	1	1	0	220	190	550	400
0	3	1	0	0	0	110	140	100	0
0	3	1	1	0	0	0	150	380	120
0	3	1	1	1	1	200	480	190	290
1	3	1	0	1	1	150	200	210	280
1	3	1	0	1	1	153	259	311	132
1	3	0	0	1	1	270	640	508	170
0	3	1	0	1	1	20	60	140	0
0	3	1	0	1	1	560	380	340	40
1	3	1	1	1	0	0	0	0	0
1	3	1	0	1	0	347	327	337	132
1	3	0	0	1	0	140	235	200	55
0	3	1	0	0	0	40	0	67	0
1	3	1	0	0	0	150	255	160	55
1	3	0	0	0	0	0	0	20	0
0	3	0	1	1	0	167	63	165	320
0	3	0	1	1	0	440	220	537	330
1	3	1	1	1	0	80	0	260	250
1	3	0	1	1	0	190	240	310	360
1	3	0	1	1	0	338	421	539	242
1	3	0	1	1	0	0	0	630	200
1	3	0	1	1	0	91	78	502	285
1	3	0	0	1	0	120	45	212	132
1	3	0	1	1	0	360	435	415	115
1	3	0	0	0	0	127	189	226	127
1	2	1	1	1	1	40	110	310	120
1	2	1	1	1	1	110	140	30	0
1	2	1	1	1	1	50	385	100	0
1	2	1	1	1	1	174	373	460	195
0	2	1	0	1	1	120	50	130	110
1	2	1	0	1	1	70	0	87	0
1	2	1	0	1	1	157	145	208	147
1	2	1	0	1	0	210	510	110	10
1	2	0	1	0	0	220	190	220	122
1	2	1	0	0	0	20	0	30	10
0	2	1	0	0	0	340	0	50	200
1	2	0	1	0	0	470	540	460	200
1	2	1	0	0	0	250	120	70	0
1	2	0	1	1	0	147	155	200	117
1	2	0	1	1	0	297	308	536	240
1	2	0	1	1	0	120	120	497	400
1	2	0	1	1	0	0	0	130	50
1	2	0	1	1	0	320	600	180	80
1	2	0	1	1	0	280	470	540	210
1	2	0	1	1	0	40	170	270	0
0	2	0	0	1	0	0	50	0	0
0	2	0	0	1	0	100	70	40	0
0	2	0	0	1	0	390	530	210	60
0	2	0	0	1	0	170	460	310	150
0	2	0	0	1	0	40	460	120	0
0	2	0	0	1	0	60	419	16	0
0	2	0	0	1	0	137	245	258	132
0	2	0	0	1	0	230	237	276	142
1	2	1	0	1	0	300	160	560	400
1	2	0	0	1	0	290	170	200	0
1	2	0	0	1	0	0	480	0	0
1	2	0	0	1	0	207	251	234	125
1	2	0	0	1	0	0	60	30	0
1	2	0	0	1	0	320	376	465	257
1	2	0	0	1	0	120	30	340	300
1	2	0	0	1	0	230	710	116	0
1	2	0	0	1	0	350	300	30	60
0	2	0	1	0	0	50	130	250	0
1	2	0	0	0	0	149	455	347	182
1	2	0	0	0	0	140	235	200	55
0	2	1	0	0	0	147	191	236	132
0	2	0	0	0	0	0	20	0	0
1	2	0	0	0	0	0	0	250	300
1	2	0	1	1	0	140	490	590	170
1	2	0	1	1	0	510	620	390	100
1	2	0	0	1	0	320	242	100	50
0	2	1	0	1	0	40	240	180	30
0	2	1	0	0	0	147	167	245	132
1	1	1	0	1	1	0	70	100	80
1	1	1	0	1	0	194	408	329	167
0	1	0	0	1	0	280	250	440	360
0	1	0	0	1	0	0	30	47	0
0	1	0	0	1	0	360	851	435	182
1	1	0	0	1	0	273	485	401	117
0	1	1	1	1	1	194	462	431	195
1	1	1	0	1	1	0	40	120	10
1	1	1	0	0	0	130	480	385	20
0	1	0	1	1	0	130	276	357	240
0	1	0	1	1	0	420	900	437	20
0	1	0	1	1	0	100	70	500	400
0	1	0	1	1	0	400	300	637	400
0	1	0	1	1	0	151	100	472	92
1	1	0	1	1	0	370	623	617	290
1	1	0	1	1	0	80	0	150	150
1	1	0	1	1	0	350	610	387	200
0	1	0	0	1	0	600	1000	810	242
1	1	0	0	1	0	20	300	30	0
1	1	0	0	1	0	110	160	257	67
1	1	1	0	1	0	290	480	37	0
1	1	1	0	1	0	121	175	245	132
0	1	0	1	0	0	410	486	517	300
1	1	0	1	0	0	160	0	440	350
0	1	0	0	0	0	190	410	440	210
1	1	0	1	1	0	200	750	600	400
1	1	0	1	0	0	10	300	630	300
1	1	1	1	1	1	0	0	100	220
1	1	1	1	1	1	470	360	200	50
1	1	1	1	1	1	0	0	180	0
0	1	1	0	1	1	0	0	60	0
1	1	1	0	1	1	0	0	0	0
1	1	1	0	1	1	147	167	245	132
1	1	1	0	1	1	140	220	160	140
1	1	1	0	1	1	137	166	249	142
1	1	1	0	1	1	220	205	245	112
0	1	1	1	0	1	171	152	273	127
1	1	1	1	0	1	208	167	362	237
1	1	1	0	0	1	60	90	0	40
0	1	1	1	1	0	340	220	680	50
0	1	1	1	1	0	70	90	57	30
1	1	1	1	1	0	162	200	222	105
1	1	1	1	1	0	190	270	400	400
1	1	0	1	1	0	0	0	300	50
1	1	0	1	1	0	240	80	450	400
1	1	1	0	1	0	50	0	0	0
1	1	1	0	1	0	50	90	230	110
1	1	1	0	1	0	140	110	90	0
1	1	1	0	1	0	0	0	0	0
1	1	1	0	1	0	20	20	37	0
1	1	0	0	1	0	480	610	217	50
1	1	0	0	1	0	300	200	110	92
1	1	1	1	0	0	510	347	237	0
1	1	1	1	0	0	106	0	270	180
1	1	1	0	0	0	0	160	220	150
0	1	0	1	1	0	134	194	319	147
0	1	0	1	1	0	200	30	550	270
0	1	0	1	1	0	140	60	210	40
0	1	0	1	1	0	40	80	0	0
0	1	0	1	1	0	300	250	387	130
0	1	0	1	1	0	10	0	110	300
0	1	0	1	1	0	167	167	753	325
0	1	0	1	1	0	450	440	467	360
0	1	0	1	1	0	270	10	120	0
1	1	1	1	1	0	40	0	197	110
1	1	0	1	1	0	0	90	357	50
1	1	0	1	1	0	400	150	650	400
1	1	0	1	1	0	0	100	350	300
1	1	0	1	1	0	50	20	260	120
1	1	0	1	1	0	30	30	250	325
1	1	0	1	1	0	171	296	308	132
1	1	0	1	1	0	20	10	680	400
1	1	0	1	1	0	175	184	266	277
0	1	1	0	1	0	160	0	490	0
0	1	1	0	1	0	90	90	150	40
0	1	0	0	1	0	60	50	0	0
0	1	0	0	1	0	180	170	147	10
0	1	0	0	1	0	210	429	299	240
0	1	0	0	1	0	540	380	267	0
1	1	0	0	1	0	140	170	87	30
1	1	0	0	1	0	550	380	480	200
1	1	0	0	1	0	80	90	120	240
1	1	0	0	1	0	260	158	318	230
1	1	0	0	1	0	50	90	50	0
1	1	0	0	1	0	113	360	405	177
0	1	0	0	1	0	0	0	200	150
1	1	0	0	1	0	0	0	37	20
1	1	0	0	1	0	0	0	250	310
1	1	0	0	1	0	110	50	431	350
1	1	0	1	0	0	400	67	305	340
1	1	0	1	0	0	207	241	480	250
1	1	0	1	0	0	280	10	100	0
1	1	0	0	0	0	110	70	0	40
1	1	0	0	0	0	60	170	320	0
1	1	0	0	0	0	30	30	0	0
1	1	0	1	1	0	0	0	0	0
1	1	0	0	1	0	250	301	176	207
1	1	1	1	0	0	142	80	177	120
1	1	0	1	0	0	180	60	362	50
0	3	1	1	1	1	10	0	235	260
0	3	1	1	1	1	0	0	190	110
0	3	1	1	1	1	250	405	267	180
0	3	1	1	1	1	140	230	500	310
0	3	1	1	1	1	137	418	273	25
0	3	1	1	1	1	480	460	650	270
1	3	1	1	1	1	0	0	140	150
1	3	1	1	1	1	0	10	150	100
1	3	1	1	1	1	190	450	300	100
1	3	1	1	1	1	147	167	295	177
1	3	1	1	1	1	10	0	400	340
1	3	1	1	1	1	90	140	210	210
1	3	1	1	1	1	25	20	140	70
1	3	1	1	1	1	192	277	618	390
1	3	1	1	1	1	70	136	127	50
1	3	1	1	1	1	150	10	37	0
1	3	1	1	1	1	80	86	37	0
0	3	1	0	1	1	100	30	87	0
1	3	1	0	1	1	0	0	0	0
1	3	1	0	1	1	315	400	370	50
1	3	1	0	1	1	147	251	308	132
1	3	1	0	1	1	80	40	56	280
1	3	1	0	1	1	172	167	469	280
1	3	1	0	1	1	0	0	0	0
0	3	1	0	1	1	50	0	157	60
1	3	1	1	0	1	0	100	340	230
1	3	1	0	0	1	196	195	245	132
0	3	1	0	0	1	0	0	0	0
0	3	1	1	1	0	330	20	430	0
0	3	1	1	1	0	142	167	620	390
0	3	1	1	1	0	200	140	360	0
0	3	1	1	1	0	174	167	368	217
1	3	1	1	1	0	40	70	130	319
1	3	1	1	1	0	180	0	60	240
1	3	1	1	1	0	220	150	722	370
1	3	1	1	1	0	370	345	223	97
1	3	1	1	1	0	147	167	282	212
1	3	1	1	1	0	147	167	295	325
0	3	1	0	1	0	200	167	279	172
1	3	1	0	1	0	116	239	288	132
1	3	1	0	1	0	131	269	308	132
1	3	1	0	1	0	147	167	245	132
1	3	1	0	1	0	357	167	242	112
1	3	1	0	1	0	147	275	308	142
1	3	0	0	1	0	515	705	370	370
0	3	1	0	1	0	270	570	429	75
0	3	1	1	0	0	240	105	275	200
1	3	1	1	0	0	237	493	725	360
0	3	1	0	0	0	147	333	308	132
1	3	0	0	0	0	180	125	294	192
1	3	1	0	0	0	175	339	267	167
1	3	1	1	0	0	130	30	170	270
1	3	1	0	0	0	121	167	245	132
0	3	0	1	1	0	0	0	0	0
0	3	0	1	1	0	20	70	50	10
1	3	1	1	1	0	170	277	337	130
1	3	1	1	1	0	250	430	900	400
1	3	1	1	1	0	450	460	720	370
1	3	0	1	1	0	130	0	130	0
1	3	0	1	1	0	0	15	200	150
0	3	0	0	1	0	230	40	57	40
1	3	1	0	1	0	90	60	40	160
1	3	0	0	1	0	140	255	200	55
1	3	0	1	0	0	30	0	0	92
1	3	0	0	0	0	120	90	20	0
1	3	1	1	0	0	10	50	330	100
0	3	1	0	0	0	0	0	0	0
1	3	1	0	0	0	0	10	0	0
0	3	1	0	0	0	50	0	190	310
1	3	1	0	0	0	0	0	0	0
1	3	1	0	0	0	70	0	80	0
0	3	1	0	1	0	0	0	0	0
0	3	0	0	1	0	160	150	150	50
0	3	0	0	0	0	530	220	248	30
0	3	0	0	0	0	150	180	380	250
